Employee ID,Training Program Name,Training Date,Training Duration,training_hours,Training Type,Training Outcome,Department,Job Title,Supervisor,Location,Trainer,Training Cost
1452,Leadership Development,2022-10-06,3,24,Internal,Completed,Operations,Specialist,Martha Jefferson,Lake Toddland,Susan Mooney,287.27
2445,"Work,Health & Safety",2023-05-23,1,8,Internal,Passed,IT,Specialist,Jack Higgins,Evansmouth,Matthew Turner,408.26
2581,Conflict Management,2023-06-19,3,24,External,Passed,Marketing,Engineer,Tyrone Sullivan,North Darren,George Cook,758.55
2866,Leadership Development,2023-05-05,5,40,Internal,Failed,Finance,Engineer,Adam Clayton,Jonathanton,Vincent White,338.82
2176,Communication Skills,2023-04-29,1,8,Internal,Failed,IT,Manager,Brenda Miller,West Amanda,Timothy Ware,580.14
1379,Technical Skills,2023-06-06,4,32,External,Failed,Marketing,Analyst,Amy Foster,Lake Matthew,Edward Turner,448.8
2369,Customer Service,2023-04-19,5,40,Internal,Passed,Finance,Representative,Dr. Julia Franklin,Huntburgh,Laura Caldwell,174.61
1637,Project Management,2023-08-14,4,32,Internal,Failed,Finance,Specialist,Krystal Weaver,Howardtown,Edward Estrada,979.39
1762,Conflict Management,2023-07-27,1,8,External,Completed,Operations,Specialist,Laura Roberts,Katrinaville,Randy Sandoval,661.17
2692,Technical Skills,2022-10-13,4,32,External,Failed,HR,Engineer,Jim Jenkins,Robertfurt,Amanda Banks,477.26
1032,Communication Skills,2023-03-16,5,40,External,Failed,IT,Engineer,Joshua Garcia,West Suzannefurt,Robert Norton,599.85
2032,Email Management,2023-05-15,4,32,Internal,Incomplete,HR,Engineer,Jasmin Gutierrez,North Kelly,Deborah Montoya,574.36
2273,Advanced Presentation Skills,2023-01-30,3,24,Internal,Passed,IT,Manager,Leslie Riley,Ryanton,Carol Jones,299.45
2632,Advanced Presentation Skills,2023-03-16,2,16,External,Completed,Sales,Engineer,Elizabeth Gilbert,North Laura,Arthur Morrow,518.24
2608,"Work,Health & Safety",2023-02-10,5,40,External,Completed,Marketing,Representative,Jeffery Howard,Port Cheryl,Anna Nielsen,385.26
1898,Product Training,2023-08-21,5,40,Internal,Failed,Sales,Manager,Edward Hill,Michaeltown,Nicole Gutierrez,748.56
2270,Product Training,2022-12-15,5,40,Internal,Completed,HR,Analyst,Brooke Green,Danielsshire,Brenda Lawrence DDS,708.35
1992,Project Management,2023-06-29,4,32,Internal,Incomplete,IT,Manager,Lisa Lopez,South Daniel,David Tran,437.02
2409,Email Management,2022-12-06,1,8,Internal,Passed,Operations,Engineer,Sarah Parker,North Yvonne,Shawna Larson,589.85
1299,Technical Skills,2023-01-07,3,24,Internal,Failed,Sales,Representative,Diane Diaz MD,Palmerborough,Kristy Kennedy,508.74
1228,Project Management,2023-08-14,3,24,External,Failed,Marketing,Analyst,Andrew Fleming,Paulstad,Mark Hanna,682.44
1068,Advanced Presentation Skills,2022-10-22,2,16,External,Incomplete,Sales,Analyst,Michele Duncan,West Gregoryton,Douglas Little,358.21
2229,Conflict Management,2023-01-14,1,8,Internal,Passed,IT,Manager,Steven Soto,Justinside,Mrs. Linda Lee,617.57
1772,Leadership Development,2023-01-24,2,16,External,Passed,Marketing,Analyst,Selena Atkins,East Zacharyland,Tracy Duran,761.62
2026,Technical Skills,2023-06-04,1,8,External,Completed,Sales,Engineer,Jared Moore,Richardview,Ryan Galloway,653.06
1133,Advanced Presentation Skills,2023-04-05,4,32,External,Failed,Operations,Engineer,Ashley Hill,Lake Jessicachester,Travis Turner,766.89
2044,Data Visualization Training,2023-01-19,3,24,External,Incomplete,Marketing,Analyst,Elizabeth Gill,Lake Carriefort,Stacey Mclaughlin,826.01
2527,Communication Skills,2023-08-17,3,24,External,Incomplete,IT,Analyst,Lawrence Tran,Port Timothyfurt,Benjamin Farrell,387.0
1645,Power BI,2022-10-13,2,16,External,Failed,Finance,Engineer,Sara Walker,North Melissa,Nancy James,219.74
1160,Conflict Management,2022-11-09,5,40,External,Completed,HR,Engineer,John Perez,Lake Holly,Peter Boyd,790.65
1965,Communication Skills,2023-07-06,5,40,Internal,Failed,Marketing,Manager,Julia Lopez,Lauriemouth,Amy White,694.69
1138,Customer Service,2023-03-24,5,40,External,Failed,Sales,Representative,Clifford Bennett,North Jade,Michael Martin,999.61
1557,Power BI,2022-10-05,5,40,External,Incomplete,Finance,Specialist,Erik Bennett,Gregchester,Andrea Walker,185.21
2132,Advanced Presentation Skills,2023-02-15,2,16,External,Incomplete,Sales,Engineer,Drew Stewart,New Davidville,Veronica Mckay,842.36
1739,Communication Skills,2022-11-23,5,40,External,Failed,HR,Specialist,Lauren Mccoy,East Prestonburgh,Katherine Thompson,633.18
1763,"Work,Health & Safety",2022-12-29,3,24,External,Incomplete,Operations,Representative,Jason Brady,Bensonfort,Cathy Juarez,501.3
2039,Customer Service,2023-02-03,4,32,External,Completed,Sales,Engineer,Brian Mitchell,Smithville,Kenneth Williams,609.49
2020,Technical Skills,2023-02-12,5,40,Internal,Passed,Sales,Representative,Lisa Chavez,East Barbaramouth,Douglas Smith,276.08
2604,Leadership Development,2023-03-19,3,24,External,Incomplete,Finance,Engineer,Elizabeth Parker,Lake Juliestad,Travis Santos,653.69
2218,Leadership Development,2023-04-01,2,16,Internal,Passed,Finance,Manager,Lisa Smith,West Robin,Karina Macdonald,530.94
2564,Data Visualization Training,2023-03-07,3,24,External,Passed,Sales,Analyst,Kimberly Manning,Martinshire,Sandra Bridges,872.77
2685,Power BI,2023-02-25,4,32,Internal,Failed,Finance,Representative,John Campbell,West James,Brian Whitaker,713.67
1541,Customer Service,2023-05-17,5,40,Internal,Passed,Operations,Representative,Donald Schroeder,Michaelmouth,Crystal Gonzales,702.34
2226,Data Visualization Training,2023-06-07,4,32,External,Passed,Sales,Manager,Mr. Arthur Mueller,Heatherside,Paula Wilson,363.79
2559,Power BI,2023-05-14,5,40,Internal,Completed,Operations,Specialist,Brianna Gonzales,Port Williamside,Stephen Huynh PhD,473.8
2181,Leadership Development,2023-01-21,3,24,Internal,Failed,Marketing,Representative,Casey Stephens,Russellmouth,Charles Jones,721.66
1015,Customer Service,2022-12-19,4,32,Internal,Passed,Marketing,Representative,Robert Cook,Griffinville,Amanda Harris,757.34
2588,Leadership Development,2023-02-11,2,16,Internal,Passed,Sales,Manager,Gary Tyler,East Jessica,Michael Solis,690.96
1355,Product Training,2023-05-11,2,16,Internal,Passed,IT,Manager,Micheal Reynolds,East Jacqueline,Donna Murphy,907.98
1073,Power BI,2023-03-31,5,40,External,Passed,IT,Manager,Richard Reed,Maryhaven,Brandon Long,590.07
1926,Customer Service,2022-11-04,5,40,External,Incomplete,HR,Analyst,Matthew Boyer,Cohenville,Michael Brown,367.83
1069,Technical Skills,2022-10-19,5,40,External,Failed,IT,Engineer,Jennifer Shepard,East Keithfurt,Jillian Cooper,235.31
1665,Leadership Development,2023-01-01,4,32,Internal,Failed,Marketing,Analyst,Justin Mendoza,East Tinaside,Alyssa Goodman,975.69
1079,Product Training,2023-09-08,2,16,External,Incomplete,Finance,Manager,Gina Hernandez,West Sarah,Jodi Poole,936.89
1308,Communication Skills,2023-06-01,4,32,External,Failed,Sales,Engineer,Nancy Cooper,East Angela,Victoria Young,187.77
2001,Advanced Presentation Skills,2023-03-11,5,40,External,Failed,Sales,Representative,Melissa Mcmahon,Mackview,Brian Brown,370.27
2214,Development,2023-05-01,2,16,Internal,Failed,Sales,Specialist,Brandon Thompson,North Gabriel,Jennifer Thomas,212.17
1819,Technical Skills,2022-12-13,1,8,External,Incomplete,Sales,Representative,William Gonzales,Port Nathanielland,Brandon Avila,557.22
1818,Email Management,2023-02-22,1,8,Internal,Completed,Finance,Analyst,Rebecca Baker,Mckenzieshire,Susan Hicks,269.47
2068,Product Training,2023-03-26,5,40,External,Incomplete,Marketing,Manager,Katherine Brown,North Dannyburgh,Andrew Jacobs,673.58
2650,Customer Service,2022-10-06,1,8,Internal,Passed,Marketing,Representative,David Smith,West Christopher,Todd Savage,360.34
2400,Conflict Management,2023-09-20,4,32,External,Passed,IT,Representative,Benjamin Miles,South Melvinhaven,Julia Ellis,605.28
2558,Development,2023-06-21,3,24,Internal,Completed,Sales,Engineer,Daniel Smith,Jenniferfurt,Caleb Spears,196.73
1273,Data Visualization Training,2023-06-08,4,32,External,Incomplete,Marketing,Analyst,Michelle Hernandez,Patrickfort,Mr. Randy Herrera,414.77
2900,Development,2023-03-23,1,8,Internal,Incomplete,Marketing,Specialist,Katherine Johnson,Nicolehaven,Nicholas Vaughn,197.12
2173,Development,2023-05-09,4,32,Internal,Completed,Operations,Representative,Christopher Copeland,Port Kimside,Anthony Ward,475.52
1088,Advanced Presentation Skills,2023-05-29,4,32,External,Incomplete,Sales,Engineer,Mr. George Castillo,Kimton,Marcia Evans,901.3
1039,Power BI,2023-06-20,5,40,Internal,Passed,HR,Engineer,Michael Collier,Jeremiahchester,Wendy Anderson,181.07
1842,Communication Skills,2023-02-11,1,8,External,Incomplete,Sales,Specialist,Anna Smith,Maldonadoborough,Catherine Mcdowell,608.81
1735,Technical Skills,2022-12-13,2,16,Internal,Completed,HR,Representative,Deanna Smith,Port Johnfort,Sandra Kennedy,165.5
2459,Communication Skills,2023-03-31,3,24,Internal,Incomplete,HR,Specialist,Tammy Reeves,Michaeltown,Brittany White,675.87
2757,Technical Skills,2023-06-30,1,8,External,Incomplete,Finance,Representative,Connie Thornton,Cherylport,Lisa Sanchez,989.25
2932,Conflict Management,2023-06-19,3,24,External,Passed,Operations,Manager,Samantha Bennett,Port Danielle,Michael Parks,981.43
2649,Communication Skills,2023-02-19,3,24,External,Completed,IT,Manager,Lisa Murphy,South Brandonfurt,Shelby Lee,663.83
1519,Communication Skills,2023-01-10,1,8,External,Failed,Marketing,Manager,Crystal Gonzalez,Patriciaborough,Marisa Shelton,126.84
2448,Product Training,2023-02-20,3,24,External,Passed,Sales,Specialist,Matthew Hawkins,Denniston,Christopher Reyes,859.14
2772,Technical Skills,2022-12-28,4,32,External,Completed,IT,Specialist,Corey Young,Jasontown,Larry Hall,622.82
1539,"Work,Health & Safety",2022-12-01,1,8,Internal,Incomplete,IT,Engineer,Ebony Jones,West Julie,Nicole Chambers,152.82
2202,Project Management,2023-06-30,3,24,External,Incomplete,IT,Specialist,Yvette Goodwin,Wardport,Emily Adkins,701.74
1362,Development,2023-08-03,1,8,Internal,Completed,IT,Manager,Steven Barber,Rosschester,Calvin Foster,398.04
1343,Power BI,2022-12-25,2,16,External,Completed,Marketing,Engineer,Dorothy Moore,Tiffanyshire,James Ayala,847.43
1864,Technical Skills,2023-02-27,4,32,Internal,Completed,IT,Specialist,Maria Sims,Jamesmouth,Jeffrey Reese,509.58
2711,Communication Skills,2023-02-04,3,24,Internal,Incomplete,Operations,Analyst,Sharon Houston,Port Beth,Mr. Shawn Anderson,299.43
1340,Email Management,2023-01-28,5,40,Internal,Completed,Finance,Specialist,Wendy Richards,Port Mariaport,Vanessa Herrera,585.51
1556,Power BI,2022-12-26,3,24,External,Incomplete,Finance,Engineer,Eric Chavez,New Lesliefort,Jeff Jordan,186.44
1194,Project Management,2022-10-07,4,32,External,Passed,Operations,Analyst,Pamela Christensen,New Justinside,Andrew Garcia,352.22
2149,Product Training,2023-05-12,3,24,Internal,Completed,Marketing,Specialist,Michael Ramirez,Port Terri,Brittney Jackson,654.23
1265,Development,2023-08-19,1,8,External,Failed,Operations,Engineer,Justin King,Boydborough,Paula Russell,241.69
1608,Technical Skills,2023-01-09,3,24,External,Passed,Marketing,Analyst,Eric Webb,South Ricky,Anthony Smith,379.3
2577,Development,2023-01-02,2,16,Internal,Completed,Finance,Specialist,Shannon Norton,West Caleb,Shannon Graham,156.21
2377,Data Visualization Training,2022-11-13,3,24,External,Failed,Marketing,Specialist,Matthew Parker,Orozcomouth,William Frost,305.44
1324,Conflict Management,2023-01-12,3,24,External,Incomplete,Marketing,Specialist,Joanne Brown,South Tyler,Brandon Parker,906.97
1678,Email Management,2023-02-01,4,32,Internal,Completed,Finance,Analyst,Denise Mclean,Philipfurt,Louis Randall,931.8
1030,Product Training,2023-04-21,2,16,Internal,Passed,Marketing,Representative,Glen Warner,Turnerhaven,Samantha Black,891.21
1338,Technical Skills,2023-04-23,5,40,Internal,Completed,Finance,Specialist,Jessica David,Joneschester,Charles Smith,291.21
2518,Technical Skills,2023-05-16,4,32,Internal,Completed,Sales,Analyst,Ashley Reyes,North Jacobberg,Dr. Melissa Preston,473.41
1554,Power BI,2022-11-30,3,24,Internal,Incomplete,IT,Representative,Monica Schultz,Jeffreymouth,Johnny Sparks,932.25
1506,Advanced Presentation Skills,2022-10-02,2,16,External,Incomplete,IT,Analyst,Lisa Newman,Wigginsshire,Jesus Holland,243.19
2966,Email Management,2023-05-27,4,32,External,Passed,Sales,Engineer,Jennifer Figueroa,Benjaminchester,John Hamilton,242.28
2625,Email Management,2023-02-22,2,16,Internal,Completed,HR,Analyst,Sean Miller,Lewisport,Patrick Wilkins,270.77
2192,"Work,Health & Safety",2023-01-17,5,40,External,Incomplete,Sales,Engineer,William Navarro,Ryanmouth,Keith Lee,506.42
1884,Email Management,2023-09-23,4,32,External,Completed,Finance,Analyst,Alexandra Carpenter,Brooksview,Brittney Vang,311.42
1693,Data Visualization Training,2023-06-16,1,8,Internal,Completed,Operations,Manager,Rachel Gomez,Jacksonton,Debra Hill,672.65
2015,Data Visualization Training,2023-02-20,1,8,External,Passed,HR,Specialist,Melissa Smith,West Jamie,Aaron Alexander,375.77
1015,Development,2023-01-10,3,24,Internal,Completed,Marketing,Engineer,Heather Garrison,East Jasonhaven,Paul Martinez,545.2
1905,Leadership Development,2023-05-31,3,24,Internal,Failed,IT,Analyst,Aaron Mejia,Tanyatown,Douglas Hughes,831.39
1665,Development,2022-11-08,3,24,Internal,Passed,Operations,Engineer,James Hinton,Port Roy,Jeremy Martinez,263.67
2011,Communication Skills,2023-01-07,2,16,External,Failed,Operations,Specialist,Erin Walls,South Joshua,Robert Novak,687.71
1381,Leadership Development,2023-02-18,3,24,External,Completed,Marketing,Specialist,Kristen West,Port Nathanshire,Patricia Anderson,999.17
2785,Leadership Development,2023-04-13,3,24,Internal,Completed,Operations,Manager,Daniel Blackburn,Ortegaview,Clayton Yoder,436.55
1432,Customer Service,2023-08-31,5,40,Internal,Passed,IT,Representative,Nicholas Cox,Bennettfurt,Judith Savage,851.36
1359,Email Management,2022-12-26,4,32,External,Incomplete,Finance,Specialist,Vanessa Bowers,Lake Kathleen,Alexander Skinner,467.62
2585,Advanced Presentation Skills,2023-04-01,2,16,Internal,Failed,Sales,Specialist,Daisy Nguyen,Jeremyport,Jennifer Moore,206.62
1560,"Work,Health & Safety",2023-07-26,3,24,Internal,Passed,Sales,Analyst,Nicholas Mccoy,Shelleyhaven,Heather Williams,985.1
1171,Leadership Development,2022-10-09,2,16,Internal,Passed,HR,Specialist,Alexis Williams,Johnsonstad,Wendy Berry,831.98
1327,Data Visualization Training,2023-06-02,1,8,External,Incomplete,IT,Engineer,Emily Wilkinson,Brianshire,Latoya Reed,575.51
2368,Data Visualization Training,2023-01-06,5,40,External,Completed,IT,Engineer,Jacob Morton,North Christopher,Crystal Morgan,722.38
2508,Product Training,2023-05-01,5,40,Internal,Incomplete,Marketing,Specialist,Frank Haley,North Gregorybury,Donna Bennett,380.22
1048,Leadership Development,2023-04-29,4,32,External,Passed,Marketing,Representative,Rebecca Santiago,Brianberg,Shawn Mcclain,405.91
1762,Communication Skills,2022-10-04,5,40,External,Completed,IT,Engineer,Derek Wilson,Lake Marymouth,Michael Anderson,353.19
1834,Project Management,2023-03-02,2,16,External,Failed,Operations,Analyst,Todd Glenn,East Phillip,Stacey Davidson,561.2
1190,Email Management,2023-03-25,5,40,Internal,Incomplete,Operations,Representative,Jay Stewart,North Melissa,Debbie Newton,991.16
1993,"Work,Health & Safety",2023-01-19,2,16,Internal,Failed,Operations,Representative,Michael Diaz,North Ryan,Ms. Jamie Hernandez,487.36
2021,Communication Skills,2022-11-01,2,16,Internal,Incomplete,Finance,Manager,Sonya Taylor,South Margaret,Ronald Knight,239.86
2350,Power BI,2023-09-14,5,40,Internal,Incomplete,Sales,Representative,Debra Price,West Sarahton,Nicole Davis,658.86
2259,Technical Skills,2023-06-07,4,32,External,Passed,Operations,Representative,Joshua Mcguire,Lake Dale,Emily Hoffman,340.51
2342,Development,2023-05-16,5,40,Internal,Failed,Operations,Analyst,Daniel Hernandez,Stephaniechester,Daniel Nguyen,962.3
2763,Email Management,2023-08-30,1,8,Internal,Failed,Finance,Engineer,Catherine Scott,New Jefferyshire,Thomas Walter,145.52
1369,Customer Service,2023-08-17,5,40,Internal,Passed,HR,Representative,Jennifer Wilcox,West Hannahside,Christopher Park,701.22
1985,"Work,Health & Safety",2023-05-02,1,8,Internal,Passed,Finance,Specialist,Francisco Smith,New Aliciafort,Dawn Turner,403.44
2499,Project Management,2023-05-18,1,8,External,Passed,Marketing,Manager,Frank Hooper,Port Priscillatown,Olivia Butler,554.76
1791,Development,2023-06-28,4,32,External,Incomplete,Sales,Representative,Crystal Edwards,North Ashley,Samantha Gates,800.73
1705,Advanced Presentation Skills,2022-11-01,4,32,Internal,Failed,Operations,Engineer,William Williams,East Anna,Kristina Irwin,846.04
2173,Customer Service,2023-03-03,3,24,External,Failed,HR,Specialist,Jason Cherry,Danielsside,Matthew Yoder,549.02
2965,Communication Skills,2023-01-09,1,8,Internal,Incomplete,HR,Representative,James Turner,North Ericmouth,Paula Conley,562.86
1061,Communication Skills,2022-10-30,3,24,Internal,Failed,Operations,Representative,Daniel Lynch,South April,Kimberly Jordan,194.87
2438,Power BI,2023-05-08,2,16,Internal,Incomplete,IT,Manager,Brian Clark,North Sharonside,Mathew Ball,903.76
2104,Power BI,2023-02-11,5,40,External,Incomplete,Marketing,Specialist,Ryan Wilson,Port Christopherburgh,Marc Peterson,600.01
1782,Project Management,2022-11-07,3,24,Internal,Passed,Finance,Manager,Heather Medina,East Michaelfurt,Timothy Petty,721.19
2103,"Work,Health & Safety",2022-10-10,4,32,External,Failed,HR,Specialist,Lonnie Santana,West Angela,Daniel Kim,751.57
1673,"Work,Health & Safety",2022-10-14,4,32,Internal,Passed,Finance,Representative,Daniel Gutierrez,South Curtisview,Chelsey Perez,805.15
1056,Data Visualization Training,2023-07-30,4,32,Internal,Passed,Marketing,Representative,Nicole Christensen,West Jamesburgh,Lisa Watts,677.46
2421,Project Management,2023-04-09,1,8,External,Completed,HR,Analyst,Wanda Oliver,Heatherland,Paula Williams,742.15
1070,Product Training,2023-05-15,3,24,Internal,Completed,IT,Engineer,Gina Herrera,New Isaactown,Melissa Ayala,892.83
1802,Customer Service,2022-12-21,1,8,Internal,Completed,Marketing,Analyst,Alejandro Thornton,Lake Sean,Elizabeth Page,786.99
2506,Development,2023-05-21,5,40,External,Passed,IT,Manager,Michael Wilson,Williamsmouth,Walter Moore,493.04
2202,Communication Skills,2023-05-14,1,8,External,Failed,Operations,Analyst,Glenn Thomas,East Joshua,Anthony Espinoza,387.12
1654,"Work,Health & Safety",2022-12-20,1,8,Internal,Incomplete,Marketing,Engineer,Jessica Lee,Angelabury,Tommy Martin,824.86
2614,Advanced Presentation Skills,2023-06-04,4,32,External,Passed,IT,Analyst,Jennifer Smith,Dominiqueton,Dean Fisher,504.42
1839,Technical Skills,2023-01-22,5,40,External,Passed,HR,Manager,Teresa Walker,Davidmouth,Tammy Villanueva,887.06
2382,Leadership Development,2023-03-06,4,32,External,Completed,Operations,Engineer,Anthony Clark DVM,East Valerie,Cassandra Smith,629.74
2667,Data Visualization Training,2023-06-01,4,32,External,Completed,Sales,Analyst,Troy Velez,Jeffreyshire,Teresa Martinez,144.01
2143,Communication Skills,2023-08-19,3,24,Internal,Failed,Sales,Engineer,Christina Garcia,Melissamouth,Robert Andersen,502.66
2231,Conflict Management,2022-10-07,5,40,Internal,Failed,IT,Specialist,Savannah Benson,Sergioborough,Andrew Lopez,371.72
2774,Project Management,2023-06-08,4,32,External,Incomplete,HR,Engineer,Becky Clark,East Rick,Jessica Aguirre,633.15
2729,Product Training,2023-07-22,1,8,Internal,Passed,Marketing,Representative,Deanna Evans,South Crystalview,Wendy Palmer,797.96
2568,Product Training,2022-10-22,4,32,Internal,Incomplete,Operations,Manager,Kimberly Garcia,Ramirezview,Julia Pruitt,874.31
1214,Product Training,2023-01-30,5,40,Internal,Passed,Operations,Analyst,Stephanie Washington,New Coryside,Erika Johnson,728.86
1608,Power BI,2022-11-20,4,32,External,Completed,Finance,Specialist,Alexander Gomez,West Bradley,Veronica Swanson,802.81
1856,Customer Service,2022-10-03,2,16,External,Failed,Operations,Specialist,Tamara King,East Lori,Bradley Perez,896.85
1683,Data Visualization Training,2023-06-05,3,24,External,Passed,IT,Engineer,Thomas Obrien,New Andrea,Adam Morgan,681.47
2763,Communication Skills,2023-03-04,4,32,Internal,Failed,Sales,Analyst,Michael Potter,Tracyville,Jessica Arroyo,650.58
1450,Technical Skills,2023-01-07,1,8,External,Incomplete,IT,Representative,Tammy Harris,Sarahland,Lindsay Stewart,760.75
2936,Communication Skills,2023-07-07,4,32,Internal,Incomplete,HR,Analyst,Tyler Hughes,Port Rodneyton,Ronald Lopez,819.82
2702,Product Training,2022-12-20,3,24,External,Incomplete,HR,Analyst,Bianca Taylor,Smithville,Stephanie Rogers,524.66
1724,Leadership Development,2023-08-22,2,16,External,Failed,IT,Representative,Jeffrey Ruiz,Rebeccamouth,Erica Kerr,618.31
1284,Communication Skills,2023-09-26,1,8,Internal,Incomplete,Marketing,Engineer,Todd Boyer,Ramirezville,Scott Campbell,987.37
1128,Power BI,2022-12-19,1,8,Internal,Passed,Operations,Engineer,Anthony Burgess,Lake Shannon,Matthew Mitchell,427.71
1279,Leadership Development,2023-08-13,2,16,External,Completed,Operations,Engineer,Ashley Winters,South Cathy,Michael Sosa,548.5
2352,Development,2023-04-20,2,16,External,Failed,Marketing,Representative,Jonathon Atkinson,Montgomeryshire,Bryan Owens,641.36
1858,Advanced Presentation Skills,2023-03-09,2,16,External,Failed,HR,Analyst,Rebecca Campbell,Conleyside,Willie Christensen,454.7
1595,Leadership Development,2023-05-10,1,8,External,Completed,Marketing,Analyst,George Rivers,West Jeffery,Matthew Thompson,271.09
1022,Communication Skills,2023-07-30,5,40,External,Completed,Finance,Representative,Melissa Hansen,Lake Brianfort,Jody Barnes,308.61
2191,Advanced Presentation Skills,2022-11-05,4,32,External,Incomplete,Operations,Manager,Terry Tanner,Davidville,Ronald Davidson,247.95
2615,Product Training,2023-09-03,5,40,External,Failed,Finance,Specialist,Diana Padilla,Millerport,Sean Thompson,374.42
1760,Project Management,2022-12-20,3,24,Internal,Incomplete,HR,Analyst,Michael Powell,Lake Anthonyton,Jamie Russell,124.13
1885,Communication Skills,2023-08-09,2,16,External,Failed,HR,Analyst,Charles Taylor,South Chelsea,Gabriel Murray,238.15
2724,Leadership Development,2023-05-26,4,32,Internal,Passed,Sales,Analyst,Jeffery Gray,Douglasfurt,Daniel Meadows,995.24
2450,Conflict Management,2023-02-08,2,16,Internal,Completed,IT,Representative,Sean Snow,East Amanda,Larry Johnson,169.21
2597,Customer Service,2023-09-10,5,40,Internal,Completed,Marketing,Representative,Monique Gregory,West Robert,Willie Watson,584.32
1544,Project Management,2022-12-24,1,8,Internal,Completed,Marketing,Engineer,Robert Wright,Lake Mariahton,Gabriel Johnson,194.08
1023,Email Management,2023-02-28,1,8,Internal,Failed,Marketing,Engineer,Robert Guerrero,Mariabury,Jeffrey Soto,232.15
2295,"Work,Health & Safety",2023-03-12,2,16,Internal,Failed,Finance,Manager,Julie Allen,East Kristenstad,Melissa Williams,907.17
2503,Customer Service,2022-10-31,1,8,Internal,Incomplete,Operations,Analyst,David Good,South Melanieton,Walter Allen,967.04
2519,Technical Skills,2022-12-31,3,24,Internal,Incomplete,Finance,Engineer,Danielle Boyle,West Markmouth,Edward Chan,720.95
1431,"Work,Health & Safety",2022-10-03,2,16,Internal,Completed,IT,Representative,Melissa Cole,South Davidbury,Emily Campbell,259.82
1006,Leadership Development,2022-10-30,4,32,Internal,Incomplete,HR,Manager,Angela Bradley,Port Katie,Richard Sherman,300.82
2494,Product Training,2022-11-22,1,8,Internal,Passed,Finance,Representative,Robert Mendoza,Lake Melissa,Laura Guzman,879.46
2951,Advanced Presentation Skills,2023-09-18,3,24,Internal,Completed,Operations,Analyst,Sarah Hudson,Williamstad,Toni Dunlap,518.39
2045,Leadership Development,2023-07-02,2,16,External,Failed,IT,Specialist,Andrew Humphrey,South Brandonmouth,Julia Ward,196.14
2691,Customer Service,2023-01-23,4,32,External,Completed,Sales,Analyst,Alexandra Walton,New Mary,Nicholas Holmes,870.31
2133,Customer Service,2022-11-17,2,16,Internal,Passed,Operations,Analyst,Roger Reynolds,Chaneyborough,Michael Nelson,136.59
1313,Customer Service,2023-02-08,5,40,Internal,Failed,Marketing,Representative,Katherine Hansen,Jamesmouth,Juan Castro,240.01
2224,Power BI,2023-02-17,5,40,External,Passed,Sales,Specialist,Dennis Miller,Sandraside,Crystal Ray,566.57
2037,Email Management,2023-09-02,2,16,External,Passed,Operations,Analyst,Mr. Anthony Webb,Jasonmouth,Shannon Mendez,844.41
2828,Product Training,2022-11-12,5,40,External,Incomplete,IT,Analyst,Sandra Snyder,North Courtneyton,Catherine Little,511.16
1319,Technical Skills,2023-05-24,3,24,External,Incomplete,Operations,Manager,Kristen Jimenez,New Ariel,Cory Palmer,218.61
2697,Power BI,2022-10-08,4,32,Internal,Incomplete,Marketing,Analyst,Mr. Steven Willis,Lake Melissa,Kristin Collins,332.29
1351,Advanced Presentation Skills,2023-01-11,5,40,External,Incomplete,Finance,Specialist,John Andrews,Reyeshaven,Jennifer Miller,805.97
2855,Technical Skills,2023-09-24,5,40,Internal,Passed,IT,Analyst,Jim Sandoval,Cherylhaven,Mrs. Margaret Carroll,624.32
1899,Technical Skills,2022-11-06,5,40,External,Completed,Marketing,Engineer,Nathan Allen,West Jennafort,Michael White,700.62
2469,"Work,Health & Safety",2023-08-22,4,32,External,Failed,Operations,Representative,Tyler Kim,North Andrewtown,Jerry Thompson,879.26
2743,Technical Skills,2022-12-08,1,8,External,Passed,HR,Analyst,Alexander Murphy,Jacobtown,Anthony Morton,872.62
1703,Leadership Development,2023-06-16,2,16,Internal,Completed,Sales,Engineer,Derrick Zhang,East Johnville,Ariana Day,814.65
1008,"Work,Health & Safety",2023-08-27,4,32,Internal,Completed,Marketing,Analyst,Kendra Taylor,Petersonview,David Johnson,655.7
1471,Project Management,2023-04-24,2,16,Internal,Incomplete,Marketing,Representative,Julie Alvarado,New Vanessafurt,Katie Lynch,957.45
2963,Leadership Development,2023-04-15,4,32,Internal,Incomplete,HR,Representative,Kim Gomez,Rachelville,Mary Hernandez,719.65
2995,Advanced Presentation Skills,2023-09-13,2,16,External,Completed,IT,Representative,Matthew Foley,Morganborough,Trevor Taylor,639.68
1378,Data Visualization Training,2022-10-11,3,24,External,Passed,Finance,Engineer,Sarah Jones,North Reginastad,Crystal Branch,509.61
2496,Development,2022-12-26,3,24,Internal,Completed,Finance,Representative,Charles Mosley,Jenniferstad,Kevin Small,892.45
2481,Customer Service,2023-04-24,3,24,Internal,Completed,Finance,Representative,Robin Zamora,Smithton,Shane Wallace,419.61
2829,Email Management,2023-01-20,1,8,External,Incomplete,Operations,Analyst,Beverly Blankenship,Dianafort,Kelsey Nelson,527.35
1221,Technical Skills,2023-04-09,4,32,External,Passed,Marketing,Engineer,Kirsten Galvan,Lake Michael,Dr. Bruce Davidson,410.62
1332,Communication Skills,2022-10-30,1,8,Internal,Passed,Marketing,Representative,James Rice Jr.,North Nicoleville,Michael Vargas,503.76
